descripcion,decision
El mediocampista realiza una entrada peligrosa durante un córner,Roja
El lateral toca la pelota con la mano en el mediocampo,Sin infracción
El arquero bloquea el disparo con la mano tras revisión VAR,Amarilla
El arquero realiza una entrada peligrosa en el mediocampo,Roja
El arquero comete falta sin balón fuera del área,Penal
El lateral comete infracción desde atrás fuera del área,Amarilla
El mediocampista toca la pelota con la mano al borde del área,No penal
El mediocampista anota un gol dentro del área,Penal
El delantero toca la pelota con la mano cerca del arco,Sin infracción
El lateral realiza una entrada peligrosa en el mediocampo,Roja
El delantero bloquea el disparo con la mano tras revisión VAR,Offside
El lateral comete falta sin balón durante un córner,Gol anulado
El lateral comete infracción desde atrás al borde del área,Tiro libre
El defensor empuja a un rival dentro del área,Penal
El mediocampista comete infracción desde atrás durante un córner,Sin infracción
El mediocampista comete falta dentro del área al borde del área,Roja
El lateral toca la pelota con la mano dentro del área,Gol válido
El lateral toma la pelota con la mano después de un rebote,Gol válido
El delantero pisa al rival cerca del arco,Tiro libre
El delantero anota un gol tras revisión VAR,Sin infracción
El defensor comete falta sin balón cerca del arco,No penal
El arquero comete infracción desde atrás al borde del área,Offside
El arquero bloquea el disparo con la mano durante un córner,Gol válido
El arquero comete falta sin balón después de un rebote,Tiro libre
El delantero comete infracción desde atrás después de un rebote,Tiro libre
El mediocampista comete falta sin balón en el mediocampo,Penal
El defensor comete falta sin balón tras revisión VAR,Gol anulado
El defensor bloquea el disparo con la mano dentro del área,Penal
El mediocampista salta con el codo levantado en el mediocampo,Gol válido
El mediocampista toma la pelota con la mano tras revisión VAR,Sin infracción
El defensor pisa al rival fuera del área,Sin infracción
El mediocampista realiza una entrada peligrosa dentro del área,Roja
El mediocampista bloquea el disparo con la mano tras revisión VAR,Amarilla
El lateral pisa al rival fuera del área,Gol válido
El defensor despeja con fuerza cerca del arco,Roja
El delantero realiza una entrada peligrosa al borde del área,Roja
El defensor comete infracción desde atrás tras revisión VAR,Offside
El defensor comete infracción desde atrás durante un córner,Gol válido
El lateral empuja a un rival fuera del área,Penal
El lateral despeja con fuerza cerca del arco,Offside
El arquero pisa al rival dentro del área,Tiro libre
El defensor salta con el codo levantado tras revisión VAR,Penal
El lateral despeja con fuerza al borde del área,Gol válido
El defensor pisa al rival en el mediocampo,Gol válido
El delantero salta con el codo levantado cerca del arco,Gol anulado
El defensor realiza una entrada peligrosa en el mediocampo,Roja
El delantero toma la pelota con la mano cerca del arco,Gol anulado
El arquero realiza una entrada peligrosa cerca del arco,Roja
El mediocampista anota un gol cerca del arco,Penal
El lateral anota un gol después de un rebote,Amarilla
El lateral comete falta dentro del área tras revisión VAR,No penal
El arquero comete falta sin balón fuera del área,No penal
El arquero empuja a un rival cerca del arco,Penal
El delantero empuja a un rival en el mediocampo,Offside
El arquero toma la pelota con la mano tras revisión VAR,Sin infracción
El delantero bloquea el disparo con la mano en el mediocampo,Offside
El arquero realiza una entrada peligrosa dentro del área,Roja
El mediocampista anota un gol fuera del área,Gol anulado
El mediocampista empuja a un rival tras revisión VAR,Offside
El arquero salta con el codo levantado después de un rebote,Roja
El delantero salta con el codo levantado al borde del área,Amarilla
El mediocampista anota un gol dentro del área,Gol anulado
El defensor pisa al rival cerca del arco,Gol válido
El arquero anota un gol después de un rebote,Offside
El lateral bloquea el disparo con la mano cerca del arco,No penal
El mediocampista despeja con fuerza fuera del área,Gol válido
El mediocampista salta con el codo levantado después de un rebote,Gol válido
El defensor bloquea el disparo con la mano dentro del área,Penal
El delantero comete infracción desde atrás al borde del área,Roja
El lateral despeja con fuerza tras revisión VAR,Gol anulado
El delantero pisa al rival después de un rebote,Penal
El delantero despeja con fuerza cerca del arco,Penal
El lateral bloquea el disparo con la mano dentro del área,Tiro libre
El lateral comete falta sin balón dentro del área,Gol anulado
El defensor comete falta sin balón durante un córner,Amarilla
El delantero pisa al rival después de un rebote,Offside
El delantero pisa al rival cerca del arco,No penal
El arquero toca la pelota con la mano durante un córner,Roja
El lateral bloquea el disparo con la mano dentro del área,Tiro libre
El mediocampista realiza una entrada peligrosa durante un córner,Roja
El mediocampista salta con el codo levantado al borde del área,Amarilla
El arquero anota un gol fuera del área,Roja
El defensor pisa al rival fuera del área,Gol válido
El lateral pisa al rival tras revisión VAR,Amarilla
El delantero realiza una entrada peligrosa al borde del área,Roja
El defensor pisa al rival en el mediocampo,Sin infracción
El delantero realiza una entrada peligrosa durante un córner,Roja
El delantero comete falta dentro del área tras revisión VAR,Gol anulado
El defensor comete falta sin balón fuera del área,Offside
El mediocampista empuja a un rival tras revisión VAR,Tiro libre
El mediocampista empuja a un rival tras revisión VAR,Offside
El mediocampista comete infracción desde atrás después de un rebote,Tiro libre
El lateral anota un gol al borde del área,Penal
El defensor salta con el codo levantado cerca del arco,Offside
El lateral empuja a un rival dentro del área,Penal
El mediocampista pisa al rival fuera del área,Offside
El mediocampista toma la pelota con la mano en el mediocampo,Sin infracción
El arquero bloquea el disparo con la mano cerca del arco,Roja
El mediocampista comete infracción desde atrás tras revisión VAR,Penal
El mediocampista toma la pelota con la mano dentro del área,Offside
El mediocampista comete falta sin balón cerca del arco,Offside
El mediocampista despeja con fuerza durante un córner,Amarilla
El delantero pisa al rival durante un córner,Sin infracción
El lateral despeja con fuerza dentro del área,Tiro libre
El lateral toca la pelota con la mano tras revisión VAR,Sin infracción
El defensor comete falta sin balón en el mediocampo,Offside
El mediocampista toca la pelota con la mano cerca del arco,Gol anulado
El mediocampista pisa al rival tras revisión VAR,Gol anulado
El mediocampista comete falta dentro del área durante un córner,No penal
El delantero empuja a un rival durante un córner,Sin infracción
El mediocampista anota un gol en el mediocampo,Tiro libre
El defensor bloquea el disparo con la mano en el mediocampo,Roja
El arquero pisa al rival cerca del arco,Sin infracción
El mediocampista empuja a un rival fuera del área,Penal
El defensor empuja a un rival al borde del área,Penal
El mediocampista comete falta dentro del área en el mediocampo,Gol válido
El arquero toma la pelota con la mano dentro del área,Sin infracción
El lateral comete falta sin balón al borde del área,Offside
El arquero despeja con fuerza tras revisión VAR,Amarilla
El arquero empuja a un rival tras revisión VAR,Tiro libre
El lateral realiza una entrada peligrosa cerca del arco,Roja
El mediocampista comete infracción desde atrás durante un córner,Gol anulado
El defensor bloquea el disparo con la mano al borde del área,Penal
El lateral comete falta dentro del área tras revisión VAR,Offside
El delantero comete infracción desde atrás en el mediocampo,Gol anulado
El lateral comete falta sin balón en el mediocampo,Tiro libre
El mediocampista comete falta sin balón al borde del área,Gol válido
El lateral toca la pelota con la mano fuera del área,Penal
El lateral salta con el codo levantado en el mediocampo,Gol anulado
El delantero anota un gol dentro del área,Tiro libre
El lateral realiza una entrada peligrosa dentro del área,Roja
El delantero salta con el codo levantado en el mediocampo,Sin infracción
El defensor comete infracción desde atrás fuera del área,No penal
El mediocampista comete falta dentro del área en el mediocampo,Gol válido
El lateral toca la pelota con la mano en el mediocampo,Gol válido
El delantero anota un gol cerca del arco,Offside
El lateral pisa al rival en el mediocampo,No penal
El mediocampista pisa al rival fuera del área,Amarilla
El delantero comete infracción desde atrás durante un córner,Sin infracción
El delantero bloquea el disparo con la mano tras revisión VAR,Gol anulado
El lateral realiza una entrada peligrosa fuera del área,Roja
El mediocampista despeja con fuerza después de un rebote,Sin infracción
El delantero despeja con fuerza cerca del arco,Roja
El mediocampista toma la pelota con la mano durante un córner,Gol válido
El mediocampista comete falta sin balón al borde del área,Gol anulado
El mediocampista toca la pelota con la mano después de un rebote,Tiro libre
El lateral realiza una entrada peligrosa durante un córner,Roja
El lateral toma la pelota con la mano fuera del área,Gol anulado
El lateral toca la pelota con la mano cerca del arco,No penal
